"";"sexe";"nbenf";"moyf";"a52p";"a52m"
"4587";"1";1;83,5294117647059;"3";"2"
"4588";"1";2;75,2941176470588;"8";"3"
"4589";"1";4;71,7647058823529;"1";"1"
"4590";"2";2;68,2352941176471;"3";"5"
"4591";"2";1;87,0588235294118;"3";"7"
"4592";"2";2;90,5882352941177;"4";"6"
"4593";"1";2;82,3529411764706;"6";"4"
"4594";"1";2;84,7058823529412;"4";"3"
"4595";"2";2;40;"5";"6"
"4596";"2";2;70,5882352941177;"5";"3"
"4597";"2";6;81,1764705882353;"1";"1"
"4598";"2";4;78,8235294117647;"3";"2"
"4599";"1";4;71,7647058823529;"4";"2"
"4600";"2";3;76,4705882352941;"4";"2"
"4601";"2";7;57,6470588235294;"1";"1"
"4602";"2";2;97,6470588235294;"2";"1"
"4603";"2";1;69,4117647058823;"6";"1"
"4604";"1";1;81,1764705882353;"4";"4"
"4605";"2";6;84,7058823529412;"4";"3"
"4606";"1";3;77,6470588235294;"8";"7"
"4607";"1";3;62,3529411764706;"6";"4"
"4608";"2";3;77,6470588235294;"1";"1"
"4609";"1";3;62,3529411764706;"4";"1"
"4610";"1";2;74,1176470588235;"4";"3"
"4611";"1";3;68,2352941176471;"4";"5"
"4612";"1";4;57,6470588235294;"1";"1"
"4613";"1";3;68,2352941176471;"1";"2"
"4614";"2";2;82,3529411764706;"2";"2"
"4615";"1";3;83,5294117647059;"2";"2"
"4616";"1";2;68,2352941176471;"6";"2"
"4617";"1";3;55,2941176470588;"1";"1"
"4618";"2";5;70,5882352941177;"2";"2"
"4619";"1";3;48,2352941176471;"2";"4"
"4620";"2";3;76,4705882352941;"2";"2"
"4621";"1";3;83,5294117647059;"8";"4"
"4622";"1";3;87,0588235294118;"6";"7"
"4623";"2";4;87,0588235294118;"7";"8"
"4624";"2";2;80;"5";"3"
"4625";"2";2;84,7058823529412;"7";"7"
"4626";"1";4;71,7647058823529;"6";"6"
"4627";"2";3;72,9411764705882;"5";"6"
"4628";"1";2;71,7647058823529;"6";"2"
"4629";"2";4;91,7647058823529;"8";"8"
"4630";"1";2;88,235294117647;"4";"2"
"4631";"2";3;70,5882352941177;"2";"1"
"4632";"1";2;83,5294117647059;"4";"6"
"4633";"2";5;23,5294117647059;"1";"1"
"4634";"1";6;71,7647058823529;"1";"2"
"4635";"1";2;51,7647058823529;"4";"2"
"4636";"1";2;78,8235294117647;"7";"8"
"4637";"2";3;85,8823529411765;"4";"6"
"4638";"2";1;89,4117647058823;"2";"5"
"4639";"1";2;84,7058823529412;"4";"3"
"4640";"2";2;78,8235294117647;"7";"3"
"4641";"2";2;83,5294117647059;"8";"8"
"4642";"1";3;80;"8";"7"
"4643";"1";1;84,7058823529412;"5";"4"
"4644";"2";3;60;"1";"2"
"4645";"2";4;49,4117647058823;"1";"2"
"4646";"2";2;91,7647058823529;"2";"2"
"4647";"2";2;76,4705882352941;"7";"7"
"4648";"2";7;44,7058823529412;"1";"1"
"4649";"1";2;37,6470588235294;"3";"3"
"4650";"1";5;37,6470588235294;"2";"1"
"4651";"1";2;85,8823529411765;"6";"6"
"4652";"1";2;91,7647058823529;"8";"8"
"4653";"2";2;84,7058823529412;"8";"7"
"4654";"1";2;85,8823529411765;"6";"6"
"4655";"1";2;90,5882352941177;"8";"8"
"4656";"1";3;71,7647058823529;"1";"1"
"4657";"2";4;82,3529411764706;"4";"2"
"4658";"1";9;51,7647058823529;"1";"1"
"4659";"2";2;67,0588235294118;"4";"1"
"4660";"1";2;69,4117647058823;"2";"2"
"4661";"2";3;77,6470588235294;"3";"3"
"4662";"1";4;35,2941176470588;"2";"2"
"4663";"1";5;48,2352941176471;"4";"1"
"4664";"1";1;60;"2";"2"
"4665";"1";5;56,4705882352941;"2";"1"
"4666";"2";3;61,1764705882353;"1";"1"
"4667";"2";3;74,1176470588235;"3";"3"
"4668";"1";1;42,3529411764706;"4";"2"
"4669";"2";2;63,5294117647059;"2";"4"
"4670";"2";4;60;"1";"1"
"4671";"1";3;60;"2";"2"
"4672";"2";7;75,2941176470588;"6";"1"
"4673";"2";1;76,4705882352941;"8";"6"
"4674";"1";1;83,5294117647059;"1";"1"
"4675";"1";2;69,4117647058823;"4";"6"
"4676";"2";3;54,1176470588235;"7";"4"
"4677";"1";2;83,5294117647059;"8";"2"
"4678";"1";3;85,8823529411765;"8";"7"
"4679";"1";8;40;"1";"1"
"4680";"1";3;62,3529411764706;"6";"4"
"4681";"2";1;82,3529411764706;"8";"6"
"4682";"1";3;78,8235294117647;"8";"7"
"4683";"2";3;63,5294117647059;"6";"1"
"4684";"1";1;96,4705882352941;"8";"8"
"4685";"2";11;69,4117647058823;"1";"1"
"4686";"1";1;70,5882352941177;"6";"6"
"4687";"2";3;80;"3";"3"
"4688";"1";4;67,0588235294118;"2";"1"
"4689";"2";3;80;"4";"1"
"4690";"1";5;50,5882352941176;"1";"1"
"4691";"2";1;72,9411764705882;"6";"4"
"4692";"2";2;74,1176470588235;"4";"3"
"4693";"2";2;84,7058823529412;"4";"4"
"4694";"1";2;71,7647058823529;"4";"3"
"4695";"2";4;77,6470588235294;"2";"4"
"4696";"2";1;61,1764705882353;"2";"2"
"4697";"1";1;52,9411764705882;"6";"2"
"4698";"2";3;89,4117647058823;"3";"3"
"4699";"1";3;70,5882352941177;"4";"3"
"4700";"2";2;77,6470588235294;"5";"7"
"4701";"1";2;89,4117647058823;"4";"4"
"4702";"1";4;78,8235294117647;"1";"1"
"4703";"2";11;74,1176470588235;"1";"3"
"4704";"1";3;61,1764705882353;"4";"4"
"4705";"1";3;54,1176470588235;"4";"1"
"4706";"2";6;41,1764705882353;"1";"1"
"4707";"1";8;45,8823529411765;"1";"1"
"4708";"1";10;41,1764705882353;"1";"1"
"4709";"1";2;78,8235294117647;"8";"6"
"4710";"1";2;76,4705882352941;"8";"8"
"4711";"2";1;64,7058823529412;"5";"5"
"4712";"1";3;75,2941176470588;"4";"2"
"4713";"2";3;49,4117647058823;"2";"1"
"4714";"1";6;71,7647058823529;"3";"3"
"4715";"1";4;76,4705882352941;"1";"2"
"4716";"2";2;45,8823529411765;"5";"1"
"4717";"1";4;63,5294117647059;"4";"1"
"4718";"1";3;71,7647058823529;"4";"2"
"4719";"1";4;80;"4";"4"
"4720";"1";2;69,4117647058823;"3";"2"
"4721";"2";2;74,1176470588235;"2";"7"
"4722";"2";8;61,1764705882353;"1";"1"
"4723";"1";7;49,4117647058823;"1";"1"
"4724";"1";2;85,8823529411765;"6";"3"
"4725";"1";2;70,5882352941177;"8";"3"
"4726";"1";4;76,4705882352941;"1";"3"
"4727";"2";2;72,9411764705882;"1";"1"
"4728";"1";2;67,0588235294118;"2";"4"
"4729";"2";7;60;"1";"1"
"4730";"1";2;92,9411764705882;"8";"6"
"4731";"2";3;90,5882352941177;"6";"7"
"4732";"2";3;82,3529411764706;"6";"4"
"4733";"1";2;84,7058823529412;"5";"5"
"4734";"2";1;80;"6";"5"
"4735";"1";2;83,5294117647059;"6";"7"
"4736";"1";3;77,6470588235294;"2";"2"
"4737";"2";9;61,1764705882353;"1";"1"
"4738";"2";3;71,7647058823529;"6";"4"
"4739";"2";2;94,1176470588235;"5";"5"
"4740";"1";2;67,0588235294118;"3";"6"
"4741";"1";2;69,4117647058823;"5";"5"
"4742";"2";2;81,1764705882353;"6";"3"
"4743";"1";8;44,7058823529412;"1";"1"
"4744";"1";2;85,8823529411765;"7";"8"
"4745";"2";3;64,7058823529412;"1";"6"
"4746";"1";2;63,5294117647059;"6";"4"
"4747";"1";2;72,9411764705882;"8";"8"
"4748";"1";2;71,7647058823529;"7";"7"
"4749";"1";3;76,4705882352941;"4";"2"
"4750";"1";3;75,2941176470588;"4";"2"
"4751";"2";3;44,7058823529412;"2";"1"
"4752";"2";2;60;"1";"2"
"4753";"2";1;76,4705882352941;"6";"3"
"4754";"1";3;60;"4";"2"
"4755";"1";2;64,7058823529412;"4";"2"
"4756";"1";3;37,6470588235294;"4";"2"
"4757";"1";4;69,4117647058823;"2";"2"
"4758";"2";3;67,0588235294118;"2";"1"
"4759";"2";6;78,8235294117647;"4";"4"
"4760";"2";2;57,6470588235294;"2";"1"
"4761";"2";3;56,4705882352941;"2";"3"
"4762";"1";4;68,2352941176471;"1";"2"
"4763";"2";3;69,4117647058823;"4";"1"
"4764";"2";4;52,9411764705882;"4";"2"
"4765";"1";3;62,3529411764706;"1";"2"
"4766";"2";3;61,1764705882353;"2";"2"
"4767";"1";3;69,4117647058823;"5";"6"
"4768";"2";5;48,2352941176471;"3";"1"
"4769";"1";4;68,2352941176471;"6";"2"
"4770";"1";3;64,7058823529412;"3";"3"
"4771";"1";3;75,2941176470588;"2";"2"
"4772";"1";3;45,8823529411765;"4";"4"
"4773";"2";2;69,4117647058823;"4";"2"
"4774";"1";2;47,0588235294118;"1";"3"
"4775";"2";7;54,1176470588235;"1";"1"
"4776";"1";3;42,3529411764706;"7";"2"
"4777";"1";4;69,4117647058823;"1";"2"
"4778";"1";2;54,1176470588235;"5";"1"
"4779";"2";5;60;"1";"1"
"4780";"1";3;38,8235294117647;"1";"1"
"4781";"1";2;49,4117647058823;"1";"1"
"4782";"1";8;42,3529411764706;"1";"1"
"4783";"1";1;57,6470588235294;"1";"4"
"4784";"2";1;95,2941176470588;"4";"2"
"4785";"2";3;56,4705882352941;"1";"2"
"4786";"1";4;70,5882352941177;"1";"2"
"4787";"2";4;65,8823529411765;"1";"1"
"4788";"2";3;62,3529411764706;"3";"2"
"4789";"1";2;82,3529411764706;"4";"4"
"4790";"2";2;67,0588235294118;"4";"1"
"4791";"1";6;57,6470588235294;"1";"2"
"4792";"1";1;57,6470588235294;"4";"4"
"4793";"1";3;50,5882352941176;"2";"2"
"4794";"1";2;89,4117647058823;"7";"8"
"4795";"2";2;69,4117647058823;"8";"4"
"4796";"1";2;81,1764705882353;"4";"4"
"4797";"2";2;91,7647058823529;"8";"8"
"4798";"1";3;78,8235294117647;"6";"6"
"4799";"2";1;82,3529411764706;"8";"4"
"4800";"2";2;85,8823529411765;"6";"4"
"4801";"1";3;90,5882352941177;"5";"6"
"4802";"2";3;81,1764705882353;"4";"4"
"4803";"2";4;75,2941176470588;"6";"7"
"4804";"1";1;67,0588235294118;"5";"3"
"4805";"2";3;77,6470588235294;"4";"7"
"4806";"2";2;84,7058823529412;"5";"7"
"4807";"1";2;89,4117647058823;"6";"7"
"4808";"2";3;70,5882352941177;"8";"8"
"4809";"2";4;81,1764705882353;"6";"4"
"4810";"2";3;91,7647058823529;"8";"7"
"4811";"2";3;76,4705882352941;"8";"7"
"4812";"2";2;80;"8";"8"
"4813";"2";2;70,5882352941177;"4";"5"
"4814";"2";4;89,4117647058823;"2";"1"
"4815";"2";2;87,0588235294118;"8";"5"
"4816";"1";2;78,8235294117647;"3";"6"
"4817";"2";2;75,2941176470588;"8";"7"
"4818";"1";3;74,1176470588235;"8";"8"
"4819";"2";3;76,4705882352941;"8";"6"
"4820";"2";3;64,7058823529412;"3";"3"
"4821";"2";2;72,9411764705882;"6";"7"
"4822";"2";2;76,4705882352941;"8";"6"
"4823";"2";6;84,7058823529412;"7";"4"
"4824";"2";2;60;"2";"1"
"4825";"1";4;63,5294117647059;"2";"2"
"4826";"1";3;56,4705882352941;"6";"7"
"4827";"1";4;57,6470588235294;"6";"2"
"4828";"1";3;63,5294117647059;"6";"2"
"4829";"2";2;82,3529411764706;"6";"3"
"4830";"1";4;76,4705882352941;"4";"4"
"4831";"2";2;58,8235294117647;"6";"4"
"4832";"2";4;62,3529411764706;"6";"4"
"4833";"2";3;56,4705882352941;"4";"3"
"4834";"1";3;60;"4";"4"
"4835";"1";2;61,1764705882353;"4";"4"
"4836";"2";2;47,0588235294118;"1";"2"
"4837";"2";2;82,3529411764706;"3";"2"
"4838";"1";2;85,8823529411765;"1";"1"
"4839";"2";1;40;"4";"2"
"4840";"2";2;83,5294117647059;"3";"6"
"4841";"2";3;60;"1";"2"
"4842";"1";3;55,2941176470588;"8";"8"
"4843";"1";3;69,4117647058823;"4";"2"
"4844";"1";5;69,4117647058823;"1";"2"
"4845";"1";1;62,3529411764706;"4";"4"
"4846";"1";2;77,6470588235294;"6";"3"
"4847";"1";3;57,6470588235294;"3";"5"
"4848";"1";1;65,8823529411765;"8";"6"
"4849";"2";3;61,1764705882353;"1";"2"
"4850";"2";2;62,3529411764706;"4";"4"
"4851";"1";1;40;"3";"3"
"4852";"1";3;29,4117647058824;"8";"5"
"4853";"2";2;65,8823529411765;"2";"5"
"4854";"1";3;58,8235294117647;"4";"2"
"4855";"2";2;47,0588235294118;"4";"2"
"4856";"1";3;68,2352941176471;"5";"1"
"4857";"2";2;64,7058823529412;"6";"4"
"4858";"1";1;65,8823529411765;"4";"4"
"4859";"2";1;84,7058823529412;"4";"2"
"4860";"1";2;67,0588235294118;"2";"2"
"4861";"2";2;69,4117647058823;"4";"4"
"4862";"2";11;55,2941176470588;"1";"1"
"4863";"2";2;64,7058823529412;"4";"3"
"4864";"1";2;68,2352941176471;"6";"2"
"4865";"1";3;92,9411764705882;"8";"8"
"4866";"1";4;90,5882352941177;"8";"8"
"4867";"1";2;80;"4";"2"
"4868";"2";3;58,8235294117647;"2";"3"
"4869";"2";2;74,1176470588235;"8";"7"
"4870";"2";1;65,8823529411765;"5";"2"
"4871";"2";3;82,3529411764706;"7";"7"
"4872";"2";1;78,8235294117647;"2";"4"
"4873";"2";3;65,8823529411765;"6";"6"
"4874";"2";4;85,8823529411765;"2";"2"
"4875";"1";3;71,7647058823529;"5";"2"
"4876";"2";2;80;"2";"1"
"4877";"1";2;74,1176470588235;"2";"1"
"4878";"1";4;81,1764705882353;"8";"8"
"4879";"2";3;87,0588235294118;"5";"7"
"4880";"2";4;76,4705882352941;"4";"6"
"4881";"1";2;90,5882352941177;"2";"2"
"4882";"2";1;81,1764705882353;"1";"2"
"4883";"1";2;70,5882352941177;"2";"3"
"4884";"2";3;68,2352941176471;"1";"5"
"4885";"1";4;71,7647058823529;"6";"6"
"4886";"1";5;75,2941176470588;"7";"6"
"4887";"1";4;88,235294117647;"8";"7"
"4888";"1";3;56,4705882352941;"2";"2"
"4889";"1";3;62,3529411764706;"4";"2"
"4890";"1";2;60;"2";"2"
"4891";"1";2;82,3529411764706;"4";"3"
"4892";"1";4;75,2941176470588;"8";"7"
"4893";"1";3;31,7647058823529;"2";"2"
"4894";"2";1;63,5294117647059;"2";"2"
"4895";"1";1;75,2941176470588;"5";"6"
"4896";"1";3;74,1176470588235;"6";"6"
"4897";"1";2;72,9411764705882;"2";"5"
"4898";"1";2;49,4117647058823;"4";"2"
"4899";"1";3;75,2941176470588;"6";"6"
"4900";"1";2;44,7058823529412;"2";"2"
"4901";"2";9;76,4705882352941;"2";"2"
"4902";"1";1;63,5294117647059;"7";"3"
"4903";"1";2;54,1176470588235;"5";"3"
"4904";"1";3;76,4705882352941;"2";"1"
"4905";"1";1;70,5882352941177;"1";"2"
"4906";"1";5;56,4705882352941;"4";"2"
"4907";"1";3;62,3529411764706;"2";"2"
"4908";"1";6;24,7058823529412;"1";"1"
"4909";"1";2;62,3529411764706;"2";"4"
"4910";"1";4;43,5294117647059;"1";"1"
"4911";"1";1;57,6470588235294;"2";"1"
"4912";"1";4;85,8823529411765;"4";"4"
"4913";"1";4;56,4705882352941;"4";"3"
"4914";"1";3;64,7058823529412;"4";"1"
"4915";"2";3;90,5882352941177;"4";"7"
"4916";"1";3;45,8823529411765;"1";"1"
"4917";"1";6;52,9411764705882;"4";"1"
"4918";"1";1;72,9411764705882;"6";"6"
"4919";"2";2;91,7647058823529;"4";"4"
"4920";"1";2;87,0588235294118;"8";"3"
"4921";"2";4;57,6470588235294;"1";"2"
"4922";"1";3;76,4705882352941;"8";"7"
"4923";"2";2;76,4705882352941;"8";"7"
"4924";"1";6;52,9411764705882;"1";"2"
"4925";"2";2;83,5294117647059;"4";"2"
"4926";"2";5;75,2941176470588;"1";"1"
"4927";"2";2;52,9411764705882;"1";"1"
"4928";"2";2;83,5294117647059;"3";"4"
"4929";"2";4;45,8823529411765;"4";"2"
"4930";"1";2;81,1764705882353;"5";"2"
"4931";"2";6;63,5294117647059;"3";"2"
"4932";"1";2;76,4705882352941;"4";"6"
"4933";"2";3;80;"5";"5"
"4934";"2";2;76,4705882352941;"7";"4"
"4935";"2";1;50,5882352941176;"3";"3"
"4936";"1";1;60;"1";"2"
"4937";"2";2;72,9411764705882;"4";"1"
"4938";"1";3;77,6470588235294;"8";"3"
"4939";"1";3;68,2352941176471;"2";"2"
"4940";"2";3;65,8823529411765;"4";"2"
"4941";"2";6;38,8235294117647;"1";"1"
"4942";"1";4;63,5294117647059;"4";"8"
"4943";"1";1;51,7647058823529;"7";"3"
"4944";"2";2;54,1176470588235;"4";"7"
"4945";"2";3;75,2941176470588;"3";"6"
"4946";"2";4;61,1764705882353;"1";"1"
"4947";"2";2;87,0588235294118;"4";"3"
"4948";"1";5;69,4117647058823;"1";"1"
"4949";"2";6;64,7058823529412;"3";"4"
"4950";"1";3;58,8235294117647;"1";"2"
"4951";"2";3;52,9411764705882;"4";"2"
"4952";"1";3;56,4705882352941;"2";"2"
"4953";"2";5;45,8823529411765;"2";"2"
"4954";"1";6;48,2352941176471;"5";"1"
"4955";"1";8;29,4117647058824;"1";"1"
"4956";"2";3;55,2941176470588;"4";"2"
"4957";"2";4;60;"4";"4"
"4958";"1";1;90,5882352941177;"4";"4"
"4959";"2";4;61,1764705882353;"2";"1"
"4960";"2";5;48,2352941176471;"2";"2"
"4961";"1";2;42,3529411764706;"2";"2"
"4962";"2";2;91,7647058823529;"4";"6"
"4963";"2";4;89,4117647058823;"8";"5"
"4964";"1";3;41,1764705882353;"1";"3"
"4965";"2";3;63,5294117647059;"5";"2"
"4966";"1";2;70,5882352941177;"4";"4"
"4967";"2";2;94,1176470588235;"4";"3"
"4968";"1";2;75,2941176470588;"1";"1"
"4969";"2";3;62,3529411764706;"2";"2"
"4970";"2";2;58,8235294117647;"2";"2"
"4971";"2";3;71,7647058823529;"2";"2"
"4972";"2";3;83,5294117647059;"4";"4"
"4973";"2";2;44,7058823529412;"3";"4"
"4974";"1";1;58,8235294117647;"2";"4"
"4975";"2";5;57,6470588235294;"1";"1"
"4976";"2";1;14,1176470588235;"3";"4"
"4977";"2";3;80;"2";"1"
"4978";"1";3;74,1176470588235;"7";"5"
"4979";"2";3;57,6470588235294;"1";"1"
"4980";"2";2;85,8823529411765;"6";"7"
"4981";"1";1;78,8235294117647;"5";"4"
"4982";"1";3;63,5294117647059;"1";"1"
"4983";"2";1;55,2941176470588;"8";"5"
"4984";"2";1;64,7058823529412;"3";"6"
"4985";"1";2;54,1176470588235;"4";"1"
"4986";"2";3;71,7647058823529;"1";"1"
"4987";"2";2;78,8235294117647;"6";"5"
"4988";"1";1;83,5294117647059;"8";"8"
"4989";"2";2;88,235294117647;"5";"4"
"4990";"1";4;85,8823529411765;"8";"8"
"4991";"2";1;91,7647058823529;"3";"3"
"4992";"2";2;82,3529411764706;"3";"1"
"4993";"2";2;62,3529411764706;"6";"5"
"4994";"1";4;62,3529411764706;"4";"5"
"4995";"2";3;82,3529411764706;"6";"1"
"4996";"1";1;64,7058823529412;"4";"3"
"4997";"1";3;82,3529411764706;"4";"2"
"4998";"1";2;50,5882352941176;"4";"3"
"4999";"1";3;61,1764705882353;"2";"1"
"5000";"1";2;61,1764705882353;"4";"1"
"5001";"1";3;65,8823529411765;"6";"3"
"5002";"2";5;64,7058823529412;"1";"1"
"5003";"1";4;75,2941176470588;"1";"1"
"5004";"1";3;75,2941176470588;"8";"7"
"5005";"1";2;82,3529411764706;"7";"6"
"5006";"1";3;61,1764705882353;"7";"2"
"5007";"1";1;70,5882352941177;"4";"2"
"5008";"1";3;57,6470588235294;"2";"2"
"5009";"2";8;54,1176470588235;"1";"1"
"5010";"1";2;76,4705882352941;"2";"2"
"5011";"1";3;44,7058823529412;"4";"4"
"5012";"1";5;71,7647058823529;"4";"2"
"5013";"1";1;57,6470588235294;"4";"4"
"5014";"1";1;71,7647058823529;"2";"3"
"5015";"2";2;41,1764705882353;"2";"6"
"5016";"1";3;63,5294117647059;"4";"1"
"5017";"2";3;74,1176470588235;"3";"1"
"5018";"1";2;65,8823529411765;"4";"2"
"5019";"2";4;64,7058823529412;"1";"1"
"5020";"2";2;61,1764705882353;"4";"6"
"5021";"1";2;65,8823529411765;"4";"4"
"5022";"1";3;70,5882352941177;"6";"7"
"5023";"2";1;60;"3";"2"
"5024";"2";5;77,6470588235294;"4";"5"
"5025";"1";3;69,4117647058823;"2";"2"
"5026";"1";3;70,5882352941177;"1";"1"
"5027";"1";2;47,0588235294118;"1";"1"
"5028";"1";2;72,9411764705882;"1";"4"
"5029";"1";2;72,9411764705882;"4";"1"
"5030";"2";3;75,2941176470588;"1";"6"
"5031";"1";1;57,6470588235294;"1";"1"
"5032";"2";4;84,7058823529412;"6";"2"
"5033";"2";3;38,8235294117647;"1";"3"
"5034";"2";3;69,4117647058823;"4";"1"
"5035";"1";4;65,8823529411765;"3";"3"
"5036";"1";2;56,4705882352941;"3";"7"
"5037";"2";1;67,0588235294118;"2";"2"
"5038";"1";3;47,0588235294118;"6";"4"
"5039";"2";6;58,8235294117647;"7";"7"
"5040";"1";3;37,6470588235294;"2";"4"
"5041";"1";2;76,4705882352941;"3";"2"
"5042";"2";3;32,9411764705882;"2";"2"
"5043";"2";3;52,9411764705882;"1";"2"
"5044";"1";2;71,7647058823529;"3";"7"
"5045";"1";3;50,5882352941176;"3";"3"
"5046";"2";2;85,8823529411765;"8";"2"
"5047";"2";2;90,5882352941177;"8";"8"
"5048";"1";2;84,7058823529412;"6";"2"
"5049";"2";3;64,7058823529412;"8";"4"
"5050";"2";3;90,5882352941177;"8";"6"
"5051";"2";2;96,4705882352941;"8";"8"
"5052";"2";1;92,9411764705882;"4";"6"
"5053";"1";2;71,7647058823529;"4";"1"
"5054";"2";4;60;"1";"1"
"5055";"2";2;64,7058823529412;"2";"2"
"5056";"2";2;85,8823529411765;"6";"6"
"5057";"1";1;85,8823529411765;"4";"1"
"5058";"2";2;75,2941176470588;"4";"4"
"5059";"1";2;47,0588235294118;"2";"2"
"5060";"2";1;75,2941176470588;"3";"4"
"5061";"2";3;87,0588235294118;"7";"6"
"5062";"2";2;74,1176470588235;"2";"2"
"5063";"2";6;60;"4";"2"
"5064";"2";2;72,9411764705882;"5";"6"
"5065";"2";2;83,5294117647059;"1";"1"
"5066";"1";3;32,9411764705882;"4";"7"
"5067";"1";3;57,6470588235294;"4";"6"
"5068";"1";2;83,5294117647059;"6";"3"
"5069";"2";2;78,8235294117647;"7";"5"
"5070";"2";3;77,6470588235294;"4";"2"
"5071";"1";2;82,3529411764706;"6";"6"
"5072";"2";3;88,235294117647;"6";"2"
"5073";"2";2;76,4705882352941;"3";"3"
"5074";"2";4;80;"2";"5"
"5075";"1";2;72,9411764705882;"4";"5"
"5076";"2";2;82,3529411764706;"2";"4"
"5077";"1";3;72,9411764705882;"3";"4"
"5078";"1";2;44,7058823529412;"4";"2"
"5079";"2";2;81,1764705882353;"2";"4"
"5080";"1";3;67,0588235294118;"2";"2"
"5081";"1";2;84,7058823529412;"8";"8"
"5082";"1";1;85,8823529411765;"4";"4"
"5083";"1";3;82,3529411764706;"8";"8"
"5084";"1";2;91,566265060241;"2";"5"
"5085";"1";3;77,6470588235294;"1";"2"
"5086";"2";5;57,6470588235294;"4";"5"
"5087";"1";3;63,5294117647059;"4";"2"
"5088";"1";2;67,0588235294118;"4";"3"
"5089";"1";2;52,9411764705882;"4";"1"
"5090";"1";2;84,7058823529412;"5";"6"
"5091";"1";3;75,2941176470588;"4";"5"
"5092";"1";2;89,4117647058823;"8";"8"
"5093";"1";2;78,8235294117647;"4";"3"
"5094";"1";4;45,8823529411765;"2";"2"
"5095";"1";3;57,6470588235294;"1";"2"
"5096";"2";2;82,3529411764706;"4";"4"
"5097";"2";1;64,7058823529412;"1";"1"
"5098";"2";6;62,3529411764706;"4";"6"
"5099";"1";5;71,7647058823529;"2";"2"
"5100";"2";1;78,8235294117647;"8";"1"
"5101";"2";4;64,7058823529412;"4";"1"
"5102";"2";2;69,4117647058823;"4";"4"
"5103";"2";3;67,0588235294118;"1";"1"
"5104";"2";3;55,2941176470588;"2";"3"
"5105";"1";2;90,5882352941177;"8";"4"
"5106";"2";2;82,3529411764706;"6";"4"
"5107";"2";3;83,5294117647059;"5";"1"
"5108";"1";3;76,4705882352941;"1";"6"
"5109";"2";2;77,6470588235294;"4";"3"
"5110";"2";2;94,1176470588235;"6";"4"
"5111";"2";3;89,4117647058823;"8";"8"
"5112";"2";2;96,4705882352941;"7";"7"
"5113";"2";6;81,1764705882353;"4";"4"
"5114";"2";1;89,4117647058823;"5";"6"
"5115";"2";2;83,5294117647059;"4";"4"
"5116";"2";3;85,8823529411765;"2";"2"
"5117";"1";2;82,3529411764706;"8";"8"
"5118";"1";2;51,7647058823529;"1";"3"
"5119";"1";2;84,7058823529412;"1";"8"
"5120";"1";1;62,3529411764706;"4";"5"
"5121";"1";5;64,7058823529412;"1";"3"
"5122";"1";4;58,8235294117647;"2";"2"
"5123";"1";3;76,4705882352941;"7";"3"
"5124";"2";5;71,7647058823529;"2";"1"
"5125";"1";1;56,4705882352941;"4";"1"
"5126";"2";3;87,0588235294118;"6";"5"
"5127";"2";2;85,8823529411765;"4";"2"
"5128";"2";4;51,7647058823529;"4";"2"
"5129";"2";2;71,7647058823529;"5";"2"
"5130";"2";3;51,7647058823529;"5";"4"
"5131";"2";2;58,8235294117647;"5";"5"
"5132";"2";2;81,1764705882353;"2";"2"
"5133";"2";3;78,8235294117647;"4";"3"
"5134";"2";3;62,3529411764706;"2";"4"
"5135";"1";3;77,6470588235294;"2";"2"
"5136";"1";2;82,3529411764706;"7";"7"
"5137";"1";3;72,9411764705882;"8";"7"
"5138";"1";1;87,0588235294118;"8";"7"
"5139";"1";1;65,8823529411765;"3";"1"
"5140";"1";7;74,1176470588235;"2";"2"
"5141";"2";3;61,1764705882353;"2";"4"
"5142";"1";2;75,2941176470588;"6";"6"
"5143";"1";2;69,4117647058823;"4";"1"
"5144";"1";2;45,8823529411765;"1";"1"
"5145";"1";3;35,2941176470588;"1";"2"
"5146";"1";2;58,8235294117647;"4";"2"
"5147";"1";3;69,4117647058823;"2";"1"
"5148";"2";3;83,5294117647059;"4";"1"
"5149";"1";7;63,5294117647059;"1";"1"
"5150";"1";3;70,5882352941177;"4";"6"
"5151";"2";3;82,3529411764706;"4";"2"
"5152";"2";4;65,8823529411765;"2";"2"
"5153";"2";1;65,8823529411765;"4";"2"
"5154";"2";3;61,1764705882353;"2";"1"
"5155";"2";3;94,1176470588235;"8";"3"
"5156";"1";2;76,4705882352941;"7";"8"
"5157";"2";3;88,235294117647;"8";"7"
"5158";"1";5;80;"8";"7"
"5159";"2";2;71,7647058823529;"7";"7"
"5160";"1";2;84,7058823529412;"6";"3"
"5161";"1";3;67,0588235294118;"5";"2"
"5162";"2";4;92,9411764705882;"4";"3"
"5163";"1";4;76,4705882352941;"1";"2"
"5164";"2";2;81,1764705882353;"2";"2"
"5165";"2";1;83,5294117647059;"3";"4"
"5166";"2";3;72,9411764705882;"5";"4"
"5167";"2";2;82,3529411764706;"7";"7"
"5168";"2";1;85,8823529411765;"4";"3"
"5169";"2";3;74,1176470588235;"6";"6"
"5170";"2";3;68,2352941176471;"2";"2"
"5171";"2";3;62,3529411764706;"2";"2"
"5172";"1";3;68,2352941176471;"2";"1"
"5173";"1";2;80;"7";"6"
"5174";"2";1;81,1764705882353;"4";"2"
"5175";"1";2;64,7058823529412;"3";"6"
"5176";"2";3;48,2352941176471;"4";"3"
"5177";"2";2;63,5294117647059;"3";"2"
